,cluster,asignatura,id,titulacion
131,172,INVESTIGACIÓN EN COMUNICACIÓN,14963,RELACIONES PUBLICAS
132,263,SANIDAD ESPECIES MENORES,14972,INGENIERÍA AGROPECUARIA
133,68,CONTABILIDAD AGROPECUARIA,14981,INGENIERÍA AGROPECUARIA
134,258,CULTIVOS CICLO CORTO I,14990,INGENIERÍA AGROPECUARIA
135,174,DISEÑO FORMULACIÓN Y EVALUACIÓN DE PROYECTOS,14999,INGENIERÍA AGROPECUARIA
136,265,PRODUCCIÓN ESPECIES MENORES II,15008,INGENIERÍA AGROPECUARIA
137,159,DISEÑO DE SISTEMAS DE RIEGO,15017,INGENIERÍA AGROPECUARIA
138,471,ANATOMÍA Y  FISIOLOGÍA VEGETAL,15026,INGENIERÍA AGROPECUARIA
139,306,ZOOLOGÍA,15035,INGENIERÍA AGROPECUARIA
140,12,GESTIÓN PRODUCTIVA 4.1,15044,INGENIERÍA AGROPECUARIA
141,158,SISTEMAS DE INFORMACIÓN GEOGRÁFICA,15053,INGENIERÍA AGROPECUARIA
142,205,BOTÁNICA AGRÍCOLA,15372,INGENIERÍA AGROPECUARIA
143,257,CULTIVOS PERENNES,15381,INGENIERÍA AGROPECUARIA
144,53,QUÍMICA GENERAL,15390,INGENIERÍA QUÍMICA
145,5,GESTIÓN PRODUCTIVA 2.1,15958,INGENIERÍA AGROPECUARIA
146,476,NUTRICIÓN ANIMAL,15967,INGENIERÍA AGROPECUARIA
147,579,EDAFOLOGÍA I,15976,INGENIERÍA AGROPECUARIA
148,277,ENTOMOLOGÍA Y MANEJO INTEGRADO DE PLAGAS,15985,INGENIERÍA AGROPECUARIA
149,3,GESTIÓN PRODUCTIVA 3.1,15994,INGENIERÍA AGROPECUARIA
150,275,PRACTICAS DE MANEJO PECUARIO,16003,INGENIERÍA AGROPECUARIA
151,33,PROYECTO DE FIN DE CARRERA 4.2,16329,ADMINISTRACIÓN DE EMPRESAS
152,42,MATEMÁTICA FINANCIERA,16338,ADMINISTRACIÓN DE EMPRESAS
153,307,PRESUPUESTOS,16898,ADMINISTRACIÓN DE EMPRESAS
154,21,GESTIÓN PRODUCTIVA  2,17395,ADMINISTRACIÓN DE EMPRESAS
155,130,LEGISLACIÓN Y PRÁCTICA TRIBUTARIA,17598,ADMINISTRACIÓN DE EMPRESAS
156,10,GESTIÓN PRODUCTIVA 1,18031,ADMINISTRACIÓN DE EMPRESAS
157,432,MICROECONOMÍA,18040,ADMINISTRACIÓN DE EMPRESAS
158,1,GESTIÓN PRODUCTIVA 3.2,18485,ADMINISTRACIÓN DE EMPRESAS
159,361,COMERCIO EXTERIOR,18708,ADMINISTRACIÓN DE EMPRESAS
160,417,ESTRATEGIAS GERENCIALES,18717,ADMINISTRACIÓN DE EMPRESAS
161,447,DESARROLLO ORGANIZACIONAL,18726,ADMINISTRACIÓN DE EMPRESAS
162,529,ESTADÍSTICA II,18735,ADMINISTRACIÓN DE EMPRESAS
163,3,GESTIÓN PRODUCTIVA 3.1,19415,ADMINISTRACIÓN DE EMPRESAS
164,533,ADMINISTRACIÓN I,19640,ADMINISTRACIÓN DE EMPRESAS
165,537,ADMINISTRACIÓN DE RECURSOS HUMANOS,20126,ADMINISTRACIÓN DE EMPRESAS
166,647,FINANZAS I,20135,ADMINISTRACIÓN DE EMPRESAS
167,61,CONTABILIDAD GENERAL,20603,ADMINISTRACIÓN DE EMPRESAS
168,12,GESTIÓN PRODUCTIVA 4.1,21208,ADMINISTRACIÓN DE EMPRESAS
169,442,LOGÍSTICA EMPRESARIAL,21436,ADMINISTRACIÓN DE EMPRESAS
170,616,CÁLCULO,21445,ADMINISTRACIÓN DE EMPRESAS
171,14,GESTIÓN PRODUCTIVA 4.2,21454,ADMINISTRACIÓN DE EMPRESAS
172,608,PROYECTOS,21662,ADMINISTRACIÓN DE EMPRESAS
173,134,LEGISLACIÓN MERCANTIL Y SOCIETARIA,22097,ADMINISTRACIÓN DE EMPRESAS
174,540,ADMINISTRACIÓN ESTRATÉGICA,22106,ADMINISTRACIÓN DE EMPRESAS
175,453,FRANCÉS III,22500,GASTRONOMÍA
176,556,FRANCÉS I,22509,GASTRONOMÍA
177,380,INNOVACION EN EL SERVICIO,23198,GASTRONOMÍA
178,135,LEGISLACIÓN TURÍSTICA,23207,GASTRONOMÍA
179,455,SERVICIOS III,23546,GASTRONOMÍA
180,5,GESTIÓN PRODUCTIVA 2.1,23555,GASTRONOMÍA
181,26,PROYECTO DE FIN DE CARRERA 4.1,23564,GASTRONOMÍA
182,63,CONTABILIDAD DE COSTOS,23797,GASTRONOMÍA
183,71,GESTION PRODUCTIVA 3.1,24218,GASTRONOMÍA
184,17,GESTIÓN PRODUCTIVA 1.2,24496,GASTRONOMÍA
185,623,FRANCÉS II,24505,GASTRONOMÍA
186,289,INGLÉS V,24514,GASTRONOMÍA
187,354,PUBLICIDAD,24523,COMUNICACIÓN SOCIAL
188,347,ÉTICA PERIODÍSTICA,24532,COMUNICACIÓN SOCIAL
189,140,RELACIONES PÚBLICAS,24541,COMUNICACIÓN SOCIAL
190,541,ADMINISTRACIÓN DE MEDIOS,24550,COMUNICACIÓN SOCIAL
191,183,MARKETING,24559,COMUNICACIÓN SOCIAL
192,501,TEORÍA DE LA IMAGEN,24568,COMUNICACIÓN SOCIAL
193,31,PROYECTO DE FIN DE CARRERA GP 4.2,24577,COMUNICACIÓN SOCIAL
194,4,GESTIÓN PRODUCTIVA GP 3.1,24815,COMUNICACIÓN SOCIAL
195,320,PENSAMIENTO SOCIOPOLÍTICO,24824,COMUNICACIÓN SOCIAL
196,2,GESTIÓN PRODUCTIVA GP 3.2,24833,COMUNICACIÓN SOCIAL
197,362,SOCIOLOGÍA,25163,COMUNICACIÓN SOCIAL
198,6,GESTIÓN PRODUCTIVA GP 2.1,25172,COMUNICACIÓN SOCIAL
199,177,DISEÑO GRAFICO,25181,COMUNICACIÓN SOCIAL
200,386,RADIO,25190,COMUNICACIÓN SOCIAL
201,28,PROYECTO DE FIN DE CARRERA GP 4.1,25199,COMUNICACIÓN SOCIAL
202,395,ESTILO Y REDACCIÓN,25208,COMUNICACIÓN SOCIAL
203,6,GESTIÓN PRODUCTIVA GP 2.1,25217,ARQUITECTURA
204,2,GESTIÓN PRODUCTIVA GP 3.2,25439,ARQUITECTURA
205,15,GESTIÓN PRODUCTIVA GP 4.2,25660,ARQUITECTURA
206,207,PROGRAMACIÓN Y PRESUPUESTO,25861,ARQUITECTURA
207,457,CONSTRUCCIONES III,25870,ARQUITECTURA
208,485,HISTORIA DE LA ARQUITECTURA II,25879,ARQUITECTURA
209,43,MATEMÁTICAS,25888,ARQUITECTURA
210,388,PERSPECTIVAS Y SOMBRAS,25897,ARQUITECTURA
211,632,SISTEMA DE INSTALACIONES II,25906,ARQUITECTURA
212,465,DIBUJO ARTÍSTICO,25915,ARQUITECTURA
213,577,CONSTRUCCIONES I,26202,ARQUITECTURA
214,4,GESTIÓN PRODUCTIVA GP 3.1,26211,ARQUITECTURA
215,13,GESTIÓN PRODUCTIVA GP 4.1,26434,ARQUITECTURA
216,175,DISEÑO PARAMÉTRICO Y FABRICACIÓN DIGITAL,26842,ARQUITECTURA
217,441,DESARROLLO EMPRESARIAL,27286,ADMINISTRACIÓN DE EMPRESAS
218,557,DISEÑO BÁSICO I,27295,ARQUITECTURA
219,248,TOPOGRAFÍA,27304,ARQUITECTURA
220,157,INTRODUCCIÓN A LA ARQUITECTURA,27313,ARQUITECTURA
221,227,VALIDACIÓN DE PRODUCTO,27322,ADMINISTRACIÓN DE EMPRESAS
222,11,GESTIÓN PRODUCTIVA GP 1,27608,ARQUITECTURA
223,612,PROYECTOS III,27878,ARQUITECTURA
224,238,RESISTENCIA DE MATERIALES,27887,ARQUITECTURA
225,358,METODOLOGIAS AGILES,27896,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
226,245,SOSTENIBILIDAD EN ARQUITECTURA ,28298,ARQUITECTURA
227,439,SEGURIDAD INDUSTRIAL E IMPACTO AMBIENTAL DE LAS ACTIVIDADES DE LA IET,28307,ELECTRÓNICA Y TELECOMUNICACIONES
228,304,FOTOGRAFÍA ARTÍSTICA,28722,ARTES PLÁSTICAS Y DISEÑO
229,634,URBANISMO II,28731,ARQUITECTURA
230,604,PROYECTOS I,28740,ARQUITECTURA
231,245,CRÍTICA DE LA ARQUITECTURA,28749,ARQUITECTURA
232,643,ESTRUCTURAS II,28758,ARQUITECTURA
233,9,GESTIÓN PRODUCTIVA GP 2.2,28767,ARQUITECTURA
234,609,PROYECTOS V,28981,ARQUITECTURA
235,26,PROYECTO DE FIN DE CARRERA 4.1,28990,ARQUITECTURA
236,33,PROYECTO DE FIN DE CARRERA 4.2,28999,ARQUITECTURA
237,286,ALGEBRA LINEAL Y MÉTODOS NUMÉRICOS,29008,INGENIERO EN ALIMENTOS
238,5,GESTIÓN PRODUCTIVA 2.1,29583,INGENIERO EN ALIMENTOS
239,178,DISEÑO EXPERIMENTAL,29592,INGENIERO EN ALIMENTOS
240,100,QUÍMICA ORGÁNICA,29601,INGENIERO EN ALIMENTOS
241,110,QUÍMICA FÍSICA,29610,INGENIERO EN ALIMENTOS
242,3,GESTIÓN PRODUCTIVA 3.1,29619,INGENIERO EN ALIMENTOS
243,341,DISEÑO Y CONTROL DE PROCESOS AGROINDUSTRIAS,29628,INGENIERO EN ALIMENTOS
244,614,CÁLCULO I,29637,INGENIERÍA QUÍMICA
245,284,ECUACIONES DIFERENCIALES,29646,INGENIERÍA QUÍMICA
246,360,BALANCE DE MATERIA Y ENERGÍA,29655,INGENIERO EN ALIMENTOS
247,73,GESTIÓN DE LA CALIDAD,29664,INGENIERO EN ALIMENTOS
248,282,TRANSFERENCIA DE CALOR,29673,INGENIERO EN ALIMENTOS
249,336,NUTRICIÓN Y SALUD ALIMENTARIA,29682,INGENIERO EN ALIMENTOS
250,75,GESTIÓN EMPRESARIAL,29691,INGENIERO EN ALIMENTOS
251,224,CIENCIA Y TECNOLOGÍA DE PRODUCTOS PECUARIOS,29700,INGENIERO EN ALIMENTOS
252,327,OPERACIONES BÁSICAS CON SOLIDOS,29709,INGENIERO EN ALIMENTOS
253,12,GESTIÓN PRODUCTIVA 4.1,29718,INGENIERO EN ALIMENTOS
254,32,PROYECTO DE FIN  DE CARRERA 4.2,29727,ADMINISTRACIÓN EN BANCA Y FINANZAS
255,152,INTRODUCCIÓN A LA ECONOMÍA,30019,ADMINISTRACIÓN EN BANCA Y FINANZAS
256,528,ESTADÍSTICA I,30588,ADMINISTRACIÓN EN BANCA Y FINANZAS
257,160,SISTEMAS FINANCIEROS Y MERCADO DE CAPITALES,31251,ADMINISTRACIÓN EN BANCA Y FINANZAS
258,534,ADMINISTRACIÓN DE CRÉDITO I,31260,ADMINISTRACIÓN EN BANCA Y FINANZAS
259,131,LEGISLACIÓN LABORAL Y SOCIAL,31269,ADMINISTRACIÓN EN BANCA Y FINANZAS
260,540,ADMINISTRACIÓN ESTRATÉGICA,31619,ADMINISTRACIÓN EN BANCA Y FINANZAS
261,432,MICROECONOMÍA,32013,ADMINISTRACIÓN EN BANCA Y FINANZAS
262,12,GESTIÓN PRODUCTIVA 4.1,32458,ADMINISTRACIÓN EN BANCA Y FINANZAS
263,130,LEGISLACIÓN Y PRÁCTICA TRIBUTARIA,32467,ADMINISTRACIÓN EN BANCA Y FINANZAS
264,361,COMERCIO EXTERIOR,32900,ADMINISTRACIÓN EN BANCA Y FINANZAS
265,132,LEGISLACIÓN MONETARIA Y BANCARIA,32909,ADMINISTRACIÓN EN BANCA Y FINANZAS
266,183,MARKETING,33232,ADMINISTRACIÓN EN BANCA Y FINANZAS
267,14,GESTIÓN PRODUCTIVA 4.2,33753,ADMINISTRACIÓN EN BANCA Y FINANZAS
268,134,LEGISLACIÓN MERCANTIL Y SOCIETARIA,34008,ADMINISTRACIÓN EN BANCA Y FINANZAS
269,25,GESTIÓN PRODUCTIVA GP1,34017,ADMINISTRACIÓN EN BANCA Y FINANZAS
270,307,PRESUPUESTOS,34026,ADMINISTRACIÓN EN BANCA Y FINANZAS
271,537,ADMINISTRACIÓN DE RECURSOS HUMANOS,34523,ADMINISTRACIÓN EN BANCA Y FINANZAS
272,3,GESTIÓN PRODUCTIVA 3.1,34532,ADMINISTRACIÓN EN BANCA Y FINANZAS
273,61,CONTABILIDAD GENERAL,34541,ADMINISTRACIÓN EN BANCA Y FINANZAS
274,648,FINANZAS II,35146,ADMINISTRACIÓN EN BANCA Y FINANZAS
275,616,CÁLCULO,35562,ADMINISTRACIÓN EN BANCA Y FINANZAS
276,555,MICROBIOLOGÍA,35571,BIOLOGÍA
277,9,GESTIÓN PRODUCTIVA GP 2.2,35580,BIOLOGÍA
278,6,GESTIÓN PRODUCTIVA GP 2.1,35781,BIOLOGÍA
279,620,BIOLOGÍA CELULAR Y MOLECULAR II,35790,BIOLOGÍA
280,4,GESTIÓN PRODUCTIVA GP 3.1,36142,BIOLOGÍA
281,478,DIVERSIDAD VEGETAL II,36465,BIOLOGÍA
282,474,MORFO FISIOLOGÍA VEGETAL,36474,BIOLOGÍA
283,452,ECOLOGÍA II,36483,BIOLOGÍA
284,478,DIVERSIDAD ANIMAL II,36492,BIOLOGÍA
285,357,BIOGEOGRAFÍA Y EVOLUCIÓN,36501,BIOLOGÍA
286,618,BIOLOGÍA CELULAR Y MOLECULAR I,36714,BIOLOGÍA
287,449,ECOLOGÍA III,37017,BIOLOGÍA
288,403,BIORREMEDIACIÓN,37605,BIOLOGÍA
289,472,MORFO FISIOLOGÍA ANIMAL,37614,BIOLOGÍA
290,644,GENÉTICA II,37623,BIOLOGÍA
291,229,EDAFOLOGÍA Y CONSERVACIÓN DE SUELOS,37632,BIOLOGÍA
292,231,BIOLOGÍA DE LA CONSERVACIÓN,37915,BIOLOGÍA
293,49,MATEMÁTICAS PARA LAS CIENCIAS BIOLÓGICAS I,37924,BIOLOGÍA
294,324,ECOLOGÍA DE PAISAJE Y ORDENAMIENTO TERRITORIAL,37933,BIOLOGÍA
295,26,PROYECTO DE FIN DE CARRERA 4.1,38292,BIOLOGÍA
296,33,PROYECTO DE FIN DE CARRERA 4.2,38547,BIOLOGÍA
297,590,BIOQUÍMICA APLICADA,38759,BIOLOGÍA
298,158,SISTEMAS DE INFORMACIÓN GEOGRÁFICA,38768,BIOLOGÍA
299,233,INVESTIGACIÓN SOCIAL PARA EL MANEJO Y CONSERVACIÓN,39087,BIOLOGÍA
300,248,TOPOGRAFÍA,39096,GEOLOGÍA Y MINAS
301,405,GEOINFORMÁTICA,39105,GEOLOGÍA Y MINAS
302,401,FOTOGEOLOGÍA,39114,GEOLOGÍA Y MINAS
303,366,EXPLOTACIÓN MINERA,39123,GEOLOGÍA Y MINAS
304,195,INGENIERÍA AMBIENTAL,39132,GEOLOGÍA Y MINAS
305,373,MINERALOGÍA ÓPTICA,39141,GEOLOGÍA Y MINAS
306,57,GEOLOGÍA GENERAL,39150,GEOLOGÍA Y MINAS
307,254,GEOMÁTICA APLICADA,39159,GEOLOGÍA Y MINAS
308,404,TECTÓNICA GLOBAL Y REGIONAL,39168,GEOLOGÍA Y MINAS
309,34,PROYECTO DE TESIS GP 4.1,39177,GEOLOGÍA Y MINAS
310,84,PRÁCTICA GEOLOGÍA DEL ECUADOR GP 3.1,39381,GEOLOGÍA Y MINAS
311,402,PALEONTOLOGÍA,39390,GEOLOGÍA Y MINAS
312,385,PETROLOGÍA IGNEA Y METAMÓRFICA,39399,GEOLOGÍA Y MINAS
313,296,GEOLOGÍA ESTRUCTURAL,39408,GEOLOGÍA Y MINAS
314,242,VOLADURA DE ROCAS,39417,GEOLOGÍA Y MINAS
315,241,MECÁNICA DE ROCAS,39426,GEOLOGÍA Y MINAS
316,111,FÍSICA,39435,GEOLOGÍA Y MINAS
317,20,GESTIÓN PRODUCTIVA 1.1,39444,GEOLOGÍA Y MINAS
318,7,GESTIÓN PRODUCTIVA  GP 2.1,39453,GEOLOGÍA Y MINAS
319,616,CÁLCULO,39462,GEOLOGÍA Y MINAS
320,168,METODOLOGÍA DE LA INVESTIGACIÓN,39471,GEOLOGÍA Y MINAS
321,383,YACIMIENTOS MINERALES,39480,GEOLOGÍA Y MINAS
322,241,MECÁNICA DE SUELOS Y ROCAS,39489,GEOLOGÍA Y MINAS
323,297,GEOLOGÍA DEL PETRÓLEO,39498,GEOLOGÍA Y MINAS
324,35,PROYECTO DE TESIS GP 4.2,39507,GEOLOGÍA Y MINAS
325,92,PRÁCTICA EXPLORACIÓN GP 3.2,39728,GEOLOGÍA Y MINAS
326,299,GEOLOGÍA DEL ECUADOR,39937,GEOLOGÍA Y MINAS
327,404,ALTERACIONES HIDROTERMALES,39946,GEOLOGÍA Y MINAS
328,22,GESTIÓN PRODUCTIVA GP 3,39955,ELECTRÓNICA Y TELECOMUNICACIONES
329,44,FUNDAMENTOS MATEMÁTICOS,40156,ELECTRÓNICA Y TELECOMUNICACIONES
